period_days,t0,duration_days,duration_hours,scale_mean,scale_std,scale_skewness,scale_kurtosis,scale_outlier_resistance,local_noise,depth_stability,acf_lag_1h,acf_lag_3h,acf_lag_6h,acf_lag_12h,acf_lag_24h,cadence_hours,depth_mean_per_transit,depth_std_per_transit,npts_transit_median,cdpp_3h,cdpp_6h,cdpp_12h,SES_mean,SES_std,MES,max_ses,max_mes,snr_global,snr_per_transit_mean,snr_per_transit_std,resid_rms_global,vshape_metric,secondary_depth,secondary_depth_snr,secondary_depth_snr_log,secondary_depth_snr_capped,odd_even_depth_ratio,ingress_egress_asymmetry,skewness_flux,kurtosis_flux,outlier_resistance,planet_radius_rearth,planet_radius_rjup,mes_threshold_used,is_provisional_detection,detection_status,candidate_label,matched_target,matched_period_ratio
10.304054698016147,138.50074851200696,0.18857807075753807,4.525873698180914,0.008391300471282495,1.0,0.22758650419351753,2.800695616298987,0.10600476206008025,0.00017865610075910098,0.322942464605968,0.23058573453571113,0.18981460180674278,0.14713873183364476,0.12005742055883088,0.08191425171637527,0.49040759159834124,0.00029036289144110275,0.00010770066625553803,9.0,70.77209070090413,59.84897618369338,56.88989893703007,3.6559665622375244,1.4989589555840215,41.03761385336622,11.225289390061548,41.03761385336622,4.452303707177878,3.6559665622375244,1.4989589555840215,0.00019944565538721143,0.9251756480525213,0.0002993603500134334,97.12836217701476,1.7210270483749976,4.590266991528532,0.9180845140168862,0.0004383029406205309,0.22758650419351753,2.800695616298987,0.10600476206008025,1.9445852684509026,0.1734441727524815,7.1,0.0,accepted,CONFIRMED,Kepler-11b,direct
13.02489241078643,138.18240473828067,0.20625725196499844,4.950174047159963,-0.02173195627771156,1.0,-0.2722913925894036,3.5599249897725533,0.1306772908366534,0.0001806115368779297,0.1803003284530076,0.3107938983574305,0.19948518074321323,0.12489038853765624,0.10024597602114214,0.06750581423427936,0.49040755815804005,0.0007281224750753445,0.00014276390265565927,10.0,72.29791333168667,61.59839179475922,59.24387578746978,9.394204614578099,3.300085608250329,93.86965794200243,18.511761187764442,93.92122203828075,11.143150640569727,9.394204614578099,3.300085608250329,0.00021479534620409352,1.0212224698788834,0.00033302271006208084,101.94738299664851,1.807725205584794,5.096563218390621,1.0167698697286578,-0.0002203087072072396,-0.2722913925894036,3.5599249897725533,0.1306772908366534,3.0793471616634593,0.2746574448226134,7.1,0.0,accepted,CONFIRMED,Kepler-11c,direct
19.48716416095619,148.91750772475314,0.09161541830023959,2.1987700392057503,0.024065339686127986,1.0,0.38812526395581326,2.9176056380798014,0.12033082502881161,0.000177777443393762,0.36685915260016894,0.18824765296206492,0.17852867397120722,0.16249517682319806,0.13084408394629088,0.08914438628180853,0.4904076545499265,3.8402870112365665e-05,0.00013268525414186427,4.0,69.89269280986481,59.08423899649404,54.21787728734097,0.5085100505714764,1.1290417750388286,3.542551205105915,8.027940216374349,3.7081250892416384,0.5494547222101793,0.5085100505714764,1.1290417750388286,0.0001927604341220832,,0.000301913470894144,48.897099690537054,1.6714115471544997,4.31967146716561,0.9316593308653988,0.0013115128405744914,0.38812526395581326,2.9176056380798014,0.12033082502881161,0.7071935268960495,0.06307699551077413,7.1,1.0,rejected,FALSE-POSITIVE,,
22.687238393273464,148.43903022301973,0.26089680969924667,6.26152343278192,-0.045212261097529884,1.0,-0.6815842140523413,4.328891053424176,0.1676721773877615,0.00018399456015279068,0.21371120529274104,0.3822485650199394,0.23254853608276535,0.11499822244300448,0.08245533033969392,0.05100219075849131,0.49040751764550805,0.0009195057021698483,8.70559412374363e-05,13.0,73.8529394565459,64.36725323518786,62.145362252763384,10.781092404551552,3.7321270340451185,84.00238733664608,23.722031673506933,84.33460713356881,14.30682864873074,10.781092404551552,3.7321270340451185,0.00022982417275651645,0.8566900580582005,0.00036410506693351774,94.82168779862168,1.8969007926412367,5.6652055451748025,1.0719702827955722,-0.02012285269450302,-0.6815842140523413,4.328891053424176,0.1676721773877615,3.4604585258200986,0.30865006337997597,7.1,0.0,accepted,CONFIRMED,Kepler-11d,direct
24.33541877222278,142.34754719480352,0.053251338046693214,1.2780321131206371,0.024054278781949275,1.0,0.38809460709042803,2.917521681799516,0.12033082502881161,0.00017724637304937895,0.5325119363194287,0.18824801056669693,0.1785290025019672,0.16249544675559635,0.13084428025103378,0.08914440504414725,0.4904076545499265,6.330951924012827e-05,0.00013299346129934823,3.0,69.83666046463092,58.321509678492895,55.40716664174754,0.7482557216813355,1.2337354838885135,4.991236660105882,6.160730093484047,4.991236660105882,0.9065370368359988,0.7482557216813355,1.2337354838885135,0.0001927604823256148,,0.00038741425991384304,43.440697805743476,1.8790732066810192,5.5474339313525824,1.028726514649205,-0.0025781066332734386,0.38809460709042803,2.917521681799516,0.12033082502881161,0.9080106511499415,0.08098855771164143,7.1,1.0,rejected,FALSE-POSITIVE,,
31.99539913137514,154.17034237068907,0.1973031797366464,4.735276313679513,-0.07082817910976325,1.0,-1.2378249286701855,6.33269452897593,0.30420951851508693,0.00018708995673473726,0.20895830567621013,0.4555201570930639,0.24720987031925726,0.09745935137775114,0.06002914464698259,0.03130634100132006,0.4904074422083795,0.0013342537022114427,0.0001871251158801019,10.0,75.40220339356848,66.53532964781456,65.50950328693678,14.391289997216113,4.617833195185791,93.7526489205796,27.061649164370767,96.15539488671023,18.986616823628378,14.391289997216113,4.617833195185791,0.00025075581631089515,,0.00046401335246026854,83.88668175761414,2.028539606714041,6.602974913697626,0.9398632340571402,0.08059548658927991,-1.2378249286701855,6.33269452897593,0.30420951851508693,4.168460047668668,0.37179912670819254,7.1,0.0,accepted,CONFIRMED,Kepler-11e,direct
46.685912104884046,131.6782348425662,0.32699680163119527,7.847923239148686,0.014619860074249235,1.0,0.27750808389019865,2.9356057798444706,0.11736892406230613,0.00017712080824761156,0.239470760415774,0.21299180269741763,0.18781973105745725,0.15409132428771063,0.12482242007485865,0.08354421577259338,0.4904076629318297,0.0005392235577461269,0.00010092657543466169,16.0,69.98367122415895,58.992280088509105,55.3959399317252,6.342485004090816,2.9988061818163527,33.87349270366163,14.745840964125046,34.660964008208744,9.315483927542436,6.342485004090816,2.9988061818163527,0.00019655251845320272,,0.0002827785858484644,56.80594458212827,1.7724421262301107,4.885208247457118,0.999044453773399,0.03463380499940022,0.27750808389019865,2.9356057798444706,0.11736892406230613,2.6499694295493224,0.23635978477492625,7.1,0.0,accepted,CONFIRMED,Kepler-11f,direct
84.30552404087412,195.88521446632546,0.145215160450122,3.485163850802928,0.02405812546152375,1.0,0.38803958624313667,2.917453952085382,0.12033082502881161,0.00017694254006204592,0.49827371536204934,0.1882464742341744,0.17852740156742172,0.16249374230823813,0.13084247589882966,0.08914242671723553,0.4904076545499265,0.00011522803212965134,0.00013175726030717464,7.0,69.99041903431032,58.38559908668402,55.19251343565909,1.0122273268365467,0.8501577261755342,3.5196383546736985,7.730715944141309,3.628654231553542,1.6917019393577988,1.0122273268365467,0.8501577261755342,0.0001927602663598603,,0.00023977006122655187,24.50397682745168,1.508544258089055,3.52014583673966,0.8566492619740242,0.003591404216937198,0.38803958624313667,2.917453952085382,0.12033082502881161,1.224998361027904,0.1092617694881992,7.1,1.0,rejected,FALSE-POSITIVE,,
113.04815707948755,164.61194814416876,0.1725508473140912,4.141220335538189,0.023968722570971733,0.9999999999999999,0.3881447384497582,2.917408840426745,0.12033082502881161,0.00017720400766593918,0.27309358429384456,0.18825448485055696,0.17853556845963078,0.16250211560033667,0.13085099664162725,0.0891510122781512,0.4904076545499265,7.815119192622344e-05,9.435971782893412e-05,8.0,69.862245720063,58.422650116832656,55.309921566066976,1.3189413198413429,1.3897249852272227,3.680250525607112,6.325763950892462,3.8659763569352092,1.1929558931673105,1.3189413198413429,1.3897249852272227,0.00019276125202665197,,0.00025349385647399636,23.851532957732434,1.582993766123094,3.8695121918017783,1.6071936673380134,,0.3881447384497582,2.917408840426745,0.12033082502881161,1.0088445174036373,0.08998227313340784,7.1,1.0,rejected,FALSE-POSITIVE,,
118.37830535699813,168.9196715915773,0.4251832959973254,10.20439910393581,-0.053635492962585005,0.9999999999999999,-0.8181136812243255,4.588969487205987,0.18860278072199016,0.00018623822139512286,0.3865659898209868,0.4098330117711135,0.2557756670787373,0.12373147328428914,0.07556822845299324,0.04752178184972209,0.4904074785299599,0.0010958590261969609,7.236562715028213e-05,20.0,74.85833264254211,66.16210721681914,66.19968540168348,15.342580192147798,5.480782275724992,51.40494100183555,30.233385779264616,51.40494100183555,16.556653012357856,15.342580192147798,5.480782275724992,0.0002356668861779752,,0.00039542755990285006,54.048746016301806,1.9422275575871706,5.974269266691373,0.9869055047486113,0.0023802591126706922,-0.8181136812243255,4.588969487205987,0.18860278072199016,3.777754918403326,0.33695080761670726,7.1,0.0,accepted,CONFIRMED,Kepler-11g,direct
